"ID","SoilKey","Longitude","Latitude"
202,"CO_TRFO-2020_PJ-020_V1",-108.9716029,38.04943074
203,"CO_TRFO-2020_PP-278_V1",-108.8356219,37.89969707
204,"CO_TRFO-2020_RI-249_V1",-108.77622707,37.76529852
205,"CO_TRFO-2020_SS-094_V1",-108.91080531,37.91072819
206,"COF07000_2019_Oak-2084",-106.9136766,38.51225128
207,"COF07000_2020_MtnSage-2151",-107.06087959,38.07384257
208,"CON04000_2019_CW-075",-107.93624198,39.61383234
209,"CON04000_2020_CO-041",-107.12190978,39.36384851
210,"CON04000_2020_GOS-158",-107.48696145,39.396131
211,"CON04000_2020_QA-513",-107.93983153,39.6040113
212,"COS01000_2019_GR-302",-109.03944468,38.13837009
213,"COS01000_2019_PJ-012",-108.92603937,37.99180605
214,"COS01000_2019_PP-274",-108.88058301,37.90092282
215,"COS01000_2019_SS-075",-109.0017832,38.09347807
216,"COS01000_2019_SS-078",-108.83764394,37.78177313
217,"COS01000_2020_PJ-017",-109.02938708,38.15006384
218,"COS01000_2020_SS-084",-108.75269715,37.7397265
219,"COS08000_2019_CW-074",-108.66275198,39.30668736
220,"COS08000_2019_MtnSage-294",-108.99824144,38.92982097
221,"COS08000_2019_SS-556",-108.61747691,39.22641243
222,"COS08000_2019_SS-560",-108.93370009,39.35146526
223,"COS08000_2019_WyoSage-742",-108.47873454,39.27519734
224,"COS08000_2019_WyoSage-753",-108.63413092,39.31583739
225,"COS08000_2019_WyoSage-761",-109.04125842,38.99692675
226,"COS08000_2020_CW-083",-108.60280799,39.25434592
227,"COS08000_2020_MSDS-227",-108.85124949,39.31468586
228,"COS08000_2020_PJ-458",-108.7816616,39.12567588
229,"COS08000_2020_SS-568",-108.68228408,39.31654497
230,"COS08000_2020_SS-572",-108.99579025,39.28908811
231,"COS08000_2020_WyoSage-797",-108.60454321,39.24209811
232,"COS08000_OverSample2018_OTH-1171",-108.21711861,39.39841117
233,"COS08000_OverSample2018_OTH-1173",-108.94461502,38.93800205
234,NA,-109.11172689,38.60477379
